
Sample,Date,GMT,Air/Ground,Altitude,Airspeed,FLT Number,Flap Handle-Pos,Flap Posn-L,Flap Posn-R,FlapSkew 1 Pos,FlapSkew 2 Pos,FlapSkew 3 Pos,FlapSkew 4 Pos,FlapSkew 5 Pos,FlapSkew 6 Pos,FlapSkew 7 Pos,FlapSkew 8 Pos,FlapsSkew 1to8 ,FlapsSkew 2to7 ,FlapsSkew 3to6 ,FlapsSkew 4to5 ,
250,03:24,13:39:05,ground,490.0,45.0,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
251,03:24,13:39:06,ground,490.0,45.0,,5.0,2.3,,,,,,,,,,normal,normal,normal,normal,
252,03:24,13:39:07,ground,491.0,45.0,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
253,03:24,13:39:08,ground,493.0,45.0,,5.0,2.3,,,,,,,,,,normal,normal,normal,normal,
254,03:24,13:39:09,ground,495.0,45.0,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
255,03:24,13:39:10,ground,497.0,45.0,,5.0,2.3,,,,,,,,,,normal,normal,normal,normal,
256,03:24,13:39:11,ground,498.0,45.0,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
257,03:24,13:39:12,ground,500.0,45.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
258,03:24,13:39:13,ground,501.0,45.0,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
259,03:24,13:39:14,ground,501.0,45.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
260,03:24,13:39:15,ground,500.0,45.0,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
261,03:24,13:39:16,ground,499.0,47.8,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
262,03:24,13:39:17,ground,500.0,52.5,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
263,03:24,13:39:18,ground,500.0,57.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
264,03:24,13:39:19,ground,501.0,61.5,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
265,03:24,13:39:20,ground,502.0,68.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
266,03:24,13:39:21,ground,503.0,73.0,,5.0,,2.2,212,,,,,,,,normal,normal,normal,normal,
267,03:24,13:39:22,ground,503.0,78.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
268,03:24,13:39:23,ground,504.0,83.5,,5.0,,2.2,,,411,,,,,,normal,normal,normal,normal,
269,03:24,13:39:24,ground,505.0,88.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
270,03:24,13:39:25,ground,505.0,91.5,,5.0,,2.2,,,,,,,,195,normal,normal,normal,normal,
271,03:24,13:39:26,ground,505.0,97.3,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
272,03:24,13:39:27,ground,506.0,102.3,,5.0,,2.2,,,,,,402,,,normal,normal,normal,normal,
273,03:24,13:39:28,ground,507.0,106.3,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
274,03:24,13:39:29,ground,507.0,110.0,,5.0,,2.2,,352,,,,,,,normal,normal,normal,normal,
275,03:24,13:39:30,ground,508.0,114.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
276,03:24,13:39:31,ground,508.0,118.3,,5.0,,2.2,,,,253,,,,,normal,normal,normal,normal,
277,03:24,13:39:32,ground,508.0,122.3,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
278,03:24,13:39:33,ground,507.0,126.0,,5.0,,2.2,,,,,,,354,,normal,normal,normal,normal,
279,03:24,13:39:34,ground,507.0,130.3,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
280,03:24,13:39:35,ground,506.0,133.5,,5.0,,2.2,,,,,246,,,,normal,normal,normal,normal,
281,03:24,13:39:36,ground,504.0,137.8,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
282,03:24,13:39:37,ground,502.0,141.8,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
283,03:24,13:39:38,ground,497.0,144.8,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
284,03:24,13:39:39,ground,492.0,147.8,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
285,03:24,13:39:40,ground,494.0,151.3,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
286,03:24,13:39:41,AIR ,501.0,155.3,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
287,03:24,13:39:42,AIR ,503.0,157.8,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
288,03:24,13:39:43,AIR ,518.0,159.8,GIA217  ,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
289,03:24,13:39:44,AIR ,537.0,160.8,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
290,03:24,13:39:45,AIR ,562.0,161.8,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
291,03:24,13:39:46,AIR ,594.0,161.3,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
292,03:24,13:39:47,AIR ,633.0,161.0,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
293,03:24,13:39:48,AIR ,674.0,161.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
294,03:24,13:39:49,AIR ,716.0,161.0,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
295,03:24,13:39:50,AIR ,755.0,161.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
296,03:24,13:39:51,AIR ,795.0,162.5,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
297,03:24,13:39:52,AIR ,838.0,162.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
298,03:24,13:39:53,AIR ,878.0,162.5,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
299,03:24,13:39:54,AIR ,919.0,162.8,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
300,03:24,13:39:55,AIR ,963.0,163.3,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
301,03:24,13:39:56,AIR ,1008.0,163.3,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
302,03:24,13:39:57,AIR ,1052.0,163.3,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
303,03:24,13:39:58,AIR ,1099.0,163.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
304,03:24,13:39:59,AIR ,1145.0,163.0,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
305,03:24,13:40:00,AIR ,1188.0,163.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
306,03:24,13:40:01,AIR ,1232.0,162.8,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
307,03:24,13:40:02,AIR ,1276.0,163.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
308,03:24,13:40:03,AIR ,1318.0,163.3,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
309,03:24,13:40:04,AIR ,1357.0,163.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
310,03:24,13:40:05,AIR ,1400.0,163.5,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
311,03:24,13:40:06,AIR ,1439.0,164.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
312,03:24,13:40:07,AIR ,1478.0,163.8,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
313,03:24,13:40:08,AIR ,1519.0,163.8,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
314,03:24,13:40:09,AIR ,1558.0,163.8,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
315,03:24,13:40:10,AIR ,1595.0,164.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
316,03:24,13:40:11,AIR ,1635.0,164.3,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
317,03:24,13:40:12,AIR ,1672.0,164.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
318,03:24,13:40:13,AIR ,1709.0,164.8,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
319,03:24,13:40:14,AIR ,1747.0,165.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
320,03:24,13:40:15,AIR ,1787.0,165.5,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
321,03:24,13:40:16,AIR ,1826.0,165.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
322,03:24,13:40:17,AIR ,1864.0,165.5,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
323,03:24,13:40:18,AIR ,1908.0,165.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
324,03:24,13:40:19,AIR ,1949.0,165.8,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
325,03:24,13:40:20,AIR ,1989.0,166.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
326,03:24,13:40:21,AIR ,2032.0,166.0,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
327,03:24,13:40:22,AIR ,2073.0,166.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
328,03:24,13:40:23,AIR ,2115.0,166.5,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
329,03:24,13:40:24,AIR ,2159.0,166.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
330,03:24,13:40:25,AIR ,2201.0,166.5,,5.0,,2.2,201,,,,,,,,normal,normal,normal,normal,
331,03:24,13:40:26,AIR ,2244.0,166.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
332,03:24,13:40:27,AIR ,2286.0,167.0,,5.0,,2.2,,,402,,,,,,normal,normal,normal,normal,
333,03:24,13:40:28,AIR ,2332.0,167.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
334,03:24,13:40:29,AIR ,2374.0,167.0,,5.0,,2.2,,,,,,,,191,normal,normal,normal,normal,
335,03:24,13:40:30,AIR ,2418.0,167.3,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
336,03:24,13:40:31,AIR ,2466.0,167.3,,5.0,,2.2,,,,,,400,,,normal,normal,normal,normal,
337,03:24,13:40:32,AIR ,2511.0,166.8,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
338,03:24,13:40:33,AIR ,2557.0,166.5,,5.0,,2.2,,350,,,,,,,normal,normal,normal,normal,
339,03:24,13:40:34,AIR ,2607.0,166.3,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
340,03:24,13:40:35,AIR ,2654.0,165.3,,5.0,,2.2,,,,254,,,,,normal,normal,normal,normal,
341,03:24,13:40:36,AIR ,2701.0,165.0,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
342,03:24,13:40:37,AIR ,2751.0,164.5,,5.0,,2.2,,,,,,,353,,normal,normal,normal,normal,
343,03:24,13:40:38,AIR ,2793.0,164.3,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
344,03:24,13:40:39,AIR ,2832.0,164.3,,5.0,,2.2,,,,,246,,,,normal,normal,normal,normal,
345,03:24,13:40:40,AIR ,2869.0,164.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
346,03:24,13:40:41,AIR ,2905.0,164.5,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
347,03:24,13:40:42,AIR ,2938.0,164.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
348,03:24,13:40:43,AIR ,2970.0,164.8,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
349,03:24,13:40:44,AIR ,3003.0,164.8,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
350,03:24,13:40:45,AIR ,3032.0,164.5,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
351,03:24,13:40:46,AIR ,3060.0,164.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
352,03:24,13:40:47,AIR ,3090.0,164.3,GIA217  ,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
353,03:24,13:40:48,AIR ,3118.0,164.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
354,03:24,13:40:49,AIR ,3146.0,164.5,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
355,03:24,13:40:50,AIR ,3177.0,164.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
356,03:24,13:40:51,AIR ,3207.0,165.0,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
357,03:24,13:40:52,AIR ,3236.0,165.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
358,03:24,13:40:53,AIR ,3267.0,166.3,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
359,03:24,13:40:54,AIR ,3299.0,167.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
360,03:24,13:40:55,AIR ,3328.0,168.0,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
361,03:24,13:40:56,AIR ,3358.0,168.5,,5.0,2.2,,,,,,,,,,normal,normal,normal,normal,
362,03:24,13:40:57,AIR ,3387.0,170.0,,5.0,,2.2,,,,,,,,,normal,normal,normal,normal,
363,03:24,13:40:58,AIR ,3415.0,171.3,,1.0,1.9,,,,,,,,,,normal,normal,normal,normal,
364,03:24,13:40:59,AIR ,3440.0,172.3,,1.0,,1.5,,,,,,,,,normal,normal,normal,normal,
365,03:24,13:41:00,AIR ,3465.0,173.5,,1.0,1.2,,,,,,,,,,normal,normal,normal,normal,
366,03:24,13:41:01,AIR ,3486.0,175.0,,1.0,,0.9,,,,,,,,,normal,normal,normal,normal,
367,03:24,13:41:02,AIR ,3505.0,176.5,,1.0,0.8,,,,,,,,,,normal,normal,normal,normal,
368,03:24,13:41:03,AIR ,3524.0,178.0,,1.0,,0.6,,,,,,,,,normal,normal,normal,normal,
369,03:24,13:41:04,AIR ,3540.0,180.5,,1.0,0.5,,,,,,,,,,normal,normal,normal,normal,
370,03:24,13:41:05,AIR ,3555.0,182.0,,1.0,,0.5,,,,,,,,,normal,normal,normal,normal,
371,03:24,13:41:06,AIR ,3572.0,183.8,,1.0,0.5,,,,,,,,,,normal,normal,normal,normal,
372,03:24,13:41:07,AIR ,3590.0,185.5,,1.0,,0.5,,,,,,,,,normal,normal,normal,normal,
373,03:24,13:41:08,AIR ,3609.0,187.0,,1.0,0.5,,,,,,,,,,normal,normal,normal,normal,
374,03:24,13:41:09,AIR ,3630.0,188.3,,1.0,,0.5,,,,,,,,,normal,normal,normal,normal,
375,03:24,13:41:10,AIR ,3654.0,190.0,,1.0,0.5,,,,,,,,,,normal,normal,normal,normal,
376,03:24,13:41:11,AIR ,3679.0,191.8,,1.0,,0.5,,,,,,,,,normal,normal,normal,normal,
377,03:24,13:41:12,AIR ,3704.0,193.0,,1.0,0.5,,,,,,,,,,normal,normal,normal,normal,
378,03:24,13:41:13,AIR ,3732.0,194.3,,0.0,,0.5,,,,,,,,,normal,normal,normal,normal,
379,03:24,13:41:14,AIR ,3758.0,195.5,,0.0,0.4,,,,,,,,,,normal,normal,normal,normal,
380,03:24,13:41:15,AIR ,3786.0,196.5,,0.0,,0.4,,,,,,,,,normal,normal,normal,normal,
381,03:24,13:41:16,AIR ,3814.0,197.5,,0.0,0.4,,,,,,,,,,normal,normal,normal,normal,
382,03:24,13:41:17,AIR ,3840.0,198.8,,0.0,,0.3,,,,,,,,,normal,normal,normal,normal,
383,03:24,13:41:18,AIR ,3868.0,200.0,,0.0,0.3,,,,,,,,,,normal,normal,normal,normal,
384,03:24,13:41:19,AIR ,3895.0,201.0,,0.0,,0.2,,,,,,,,,normal,normal,normal,normal,
385,03:24,13:41:20,AIR ,3924.0,201.5,,0.0,0.2,,,,,,,,,,normal,normal,normal,normal,
386,03:24,13:41:21,AIR ,3948.0,203.3,,0.0,,0.1,,,,,,,,,normal,normal,normal,normal,
387,03:24,13:41:22,AIR ,3972.0,203.8,,0.0,0.1,,,,,,,,,,normal,normal,normal,normal,
388,03:24,13:41:23,AIR ,3997.0,205.3,,0.0,,0.1,,,,,,,,,normal,normal,normal,normal,
389,03:24,13:41:24,AIR ,4019.0,207.3,,0.0,0.1,,,,,,,,,,normal,normal,normal,normal,
390,03:24,13:41:25,AIR ,4039.0,209.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
391,03:24,13:41:26,AIR ,4064.0,208.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
392,03:24,13:41:27,AIR ,4084.0,213.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
393,03:24,13:41:28,AIR ,4104.0,215.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
394,03:24,13:41:29,AIR ,4124.0,217.3,,0.0,,0.0,-159,,,,,,,,normal,normal,normal,normal,
395,03:24,13:41:30,AIR ,4141.0,219.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
396,03:24,13:41:31,AIR ,4162.0,219.3,,0.0,,0.0,,,21,,,,,,normal,normal,normal,normal,
397,03:24,13:41:32,AIR ,4183.0,220.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
398,03:24,13:41:33,AIR ,4207.0,221.8,,0.0,,0.0,,,,,,,,-164,normal,normal,normal,normal,
399,03:24,13:41:34,AIR ,4225.0,223.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
400,03:24,13:41:35,AIR ,4249.0,225.3,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
401,03:24,13:41:36,AIR ,4274.0,227.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
402,03:24,13:41:37,AIR ,4301.0,228.0,,0.0,,0.0,,-69,,,,,,,normal,normal,normal,normal,
403,03:24,13:41:38,AIR ,4331.0,229.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
404,03:24,13:41:39,AIR ,4370.0,230.5,,0.0,,0.0,,,,-51,,,,,normal,normal,normal,normal,
405,03:24,13:41:40,AIR ,4414.0,230.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
406,03:24,13:41:41,AIR ,4462.0,230.5,,0.0,,0.0,,,,,,,-65,,normal,normal,normal,normal,
407,03:24,13:41:42,AIR ,4513.0,231.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
408,03:24,13:41:43,AIR ,4567.0,231.3,,0.0,,0.0,,,,,-54,,,,normal,normal,normal,normal,
409,03:24,13:41:44,AIR ,4619.0,229.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
410,03:24,13:41:45,AIR ,4672.0,230.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
411,03:24,13:41:46,AIR ,4734.0,232.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
412,03:24,13:41:47,AIR ,4791.0,230.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
413,03:24,13:41:48,AIR ,4849.0,230.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
414,03:24,13:41:49,AIR ,4907.0,231.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
415,03:24,13:41:50,AIR ,4967.0,232.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
416,03:24,13:41:51,AIR ,5028.0,230.8,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
417,03:24,13:41:52,AIR ,5090.0,232.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
418,03:24,13:41:53,AIR ,5151.0,231.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
419,03:24,13:41:54,AIR ,5212.0,230.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
420,03:24,13:41:55,AIR ,5278.0,230.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
421,03:24,13:41:56,AIR ,5333.0,230.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
422,03:24,13:41:57,AIR ,5390.0,232.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
423,03:24,13:41:58,AIR ,5445.0,232.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
424,03:24,13:41:59,AIR ,5504.0,232.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
425,03:24,13:42:00,AIR ,5561.0,232.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
426,03:24,13:42:01,AIR ,5618.0,231.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
427,03:24,13:42:02,AIR ,5685.0,229.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
428,03:24,13:42:03,AIR ,5743.0,233.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
429,03:24,13:42:04,AIR ,5801.0,232.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
430,03:24,13:42:05,AIR ,5864.0,230.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
431,03:24,13:42:06,AIR ,5924.0,229.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
432,03:24,13:42:07,AIR ,5980.0,231.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
433,03:24,13:42:08,AIR ,6040.0,232.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
434,03:24,13:42:09,AIR ,6099.0,230.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
435,03:24,13:42:10,AIR ,6156.0,230.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
436,03:24,13:42:11,AIR ,6214.0,230.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
437,03:24,13:42:12,AIR ,6276.0,230.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
438,03:24,13:42:13,AIR ,6332.0,231.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
439,03:24,13:42:14,AIR ,6390.0,229.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
440,03:24,13:42:15,AIR ,6452.0,229.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
441,03:24,13:42:16,AIR ,6505.0,228.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
442,03:24,13:42:17,AIR ,6564.0,227.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
443,03:24,13:42:18,AIR ,6623.0,228.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
444,03:24,13:42:19,AIR ,6676.0,227.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
445,03:24,13:42:20,AIR ,6730.0,228.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
446,03:24,13:42:21,AIR ,6786.0,230.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
447,03:24,13:42:22,AIR ,6838.0,230.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
448,03:24,13:42:23,AIR ,6891.0,229.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
449,03:24,13:42:24,AIR ,6949.0,230.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
450,03:24,13:42:25,AIR ,7010.0,228.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
451,03:24,13:42:26,AIR ,7064.0,229.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
452,03:24,13:42:27,AIR ,7119.0,228.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
453,03:24,13:42:28,AIR ,7181.0,227.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
454,03:24,13:42:29,AIR ,7238.0,229.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
455,03:24,13:42:30,AIR ,7294.0,227.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
456,03:24,13:42:31,AIR ,7351.0,229.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
457,03:24,13:42:32,AIR ,7399.0,230.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
458,03:24,13:42:33,AIR ,7452.0,224.5,,0.0,,0.0,-159,,,,,,,,normal,normal,normal,normal,
459,03:24,13:42:34,AIR ,7505.0,227.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
460,03:24,13:42:35,AIR ,7555.0,229.8,,0.0,,0.0,,,21,,,,,,normal,normal,normal,normal,
461,03:24,13:42:36,AIR ,7610.0,229.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
462,03:24,13:42:37,AIR ,7652.0,230.0,,0.0,,0.0,,,,,,,,-164,normal,normal,normal,normal,
463,03:24,13:42:38,AIR ,7707.0,224.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
464,03:24,13:42:39,AIR ,7752.0,224.0,,0.0,,0.0,,,,,,19,,,normal,normal,normal,normal,
465,03:24,13:42:40,AIR ,7802.0,221.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
466,03:24,13:42:41,AIR ,7853.0,221.0,,0.0,,0.0,,-69,,,,,,,normal,normal,normal,normal,
467,03:24,13:42:42,AIR ,7894.0,224.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
468,03:24,13:42:43,AIR ,7933.0,225.8,,0.0,,0.0,,,,-50,,,,,normal,normal,normal,normal,
469,03:24,13:42:44,AIR ,7978.0,225.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
470,03:24,13:42:45,AIR ,8012.0,226.0,,0.0,,0.0,,,,,,,-64,,normal,normal,normal,normal,
471,03:24,13:42:46,AIR ,8056.0,228.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
472,03:24,13:42:47,AIR ,8102.0,228.3,,0.0,,0.0,,,,,-54,,,,normal,normal,normal,normal,
473,03:24,13:42:48,AIR ,8147.0,226.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
474,03:24,13:42:49,AIR ,8189.0,226.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
475,03:24,13:42:50,AIR ,8234.0,225.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
476,03:24,13:42:51,AIR ,8286.0,229.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
477,03:24,13:42:52,AIR ,8331.0,228.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
478,03:24,13:42:53,AIR ,8377.0,227.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
479,03:24,13:42:54,AIR ,8423.0,229.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
480,03:24,13:42:55,AIR ,8469.0,229.3,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
481,03:24,13:42:56,AIR ,8515.0,228.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
482,03:24,13:42:57,AIR ,8564.0,230.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
483,03:24,13:42:58,AIR ,8609.0,230.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
484,03:24,13:42:59,AIR ,8653.0,229.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
485,03:24,13:43:00,AIR ,8702.0,230.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
486,03:24,13:43:01,AIR ,8748.0,231.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
487,03:24,13:43:02,AIR ,8799.0,230.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
488,03:24,13:43:03,AIR ,8849.0,230.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
489,03:24,13:43:04,AIR ,8902.0,231.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
490,03:24,13:43:05,AIR ,8951.0,228.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
491,03:24,13:43:06,AIR ,9003.0,226.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
